cell,run_id,dataset,n,rho,p
A_draft_within,livecodebench_60,livecodebench,774,-0.11764745843640731,0.0010411766087490316
A_draft_within,livecodebench_63,livecodebench,639,-0.23176897066831503,3.06282420911073e-09
A_draft_within,livecodebench_64,livecodebench,706,-0.19443600111408194,1.9201067155178705e-07
A_draft_within,livecodebench_67,livecodebench,745,-0.1520771530576294,3.070202006569738e-05
A_draft_within,livecodebench_69,livecodebench,579,-0.1818822243502915,1.0634520736535864e-05
A_draft_within,livecodebench_7,livecodebench,581,-0.3130865241474761,1.1147710010423532e-14
A_draft_within,livecodebench_70,livecodebench,747,-0.06876226789280676,0.06032117556162892
A_draft_within,livecodebench_75,livecodebench,636,-0.09356675118077583,0.018265013653470257
A_draft_within,livecodebench_76,livecodebench,483,-0.1727022669817021,0.00013652151704745532
A_draft_within,livecodebench_78,livecodebench,714,-0.181536984589538,1.0451624110797976e-06
A_draft_within,livecodebench_80,livecodebench,651,-0.1292055856275132,0.0009525942661759799
A_draft_within,livecodebench_81,livecodebench,668,-0.09261881773594553,0.016644715678440714
A_draft_within,livecodebench_82,livecodebench,716,-0.14457113910609623,0.00010355261600142682
A_draft_within,livecodebench_84,livecodebench,627,-0.1319037134526184,0.0009304617751642417
A_draft_within,livecodebench_85,livecodebench,743,-0.18017190968121094,7.67832084085812e-07
A_draft_within,livecodebench_86,livecodebench,685,-0.15287317056233612,5.8842995487185086e-05
A_draft_within,livecodebench_89,livecodebench,622,-0.2008753313116847,4.3877830069963105e-07
A_draft_within,livecodebench_9,livecodebench,607,-0.08474143933078819,0.03686479353855454
A_draft_within,livecodebench_93,livecodebench,698,-0.15731534322104707,2.982545617290033e-05
A_draft_within,livecodebench_94,livecodebench,671,-0.20000258183216343,1.7508758974124473e-07
A_draft_within,livecodebench_95,livecodebench,673,-0.24958376821215827,5.1363464257722686e-11
A_draft_within,livecodebench_96,livecodebench,631,-0.22032213475171203,2.2406008776028294e-08
A_draft_within,livecodebench_97,livecodebench,768,-0.17258310438046667,1.5008843151228277e-06
A_draft_within,livecodebench_98,livecodebench,680,-0.16512198593956862,1.5069281027935956e-05
A_draft_within,math500_1,math500,852,-0.13991282698249,4.165577743595944e-05
A_draft_within,math500_10,math500,962,-0.05968466867841547,0.06425158497318792
A_draft_within,math500_101,math500,746,-0.02076012635026494,0.5713043780813218
A_draft_within,math500_103,math500,862,-0.049854384303603005,0.143603671647619
A_draft_within,math500_105,math500,668,-0.049264229623594794,0.2034954260441974
A_draft_within,math500_106,math500,417,-0.14615543487183022,0.002774286080860594
A_draft_within,math500_107,math500,771,0.12467857136311403,0.0005207170875244908
A_draft_within,math500_108,math500,808,-0.0873333196540575,0.013014126314133827
A_draft_within,math500_109,math500,763,-0.053085134496042845,0.14292891485268985
A_draft_within,math500_110,math500,682,-0.16654883134592663,1.2309268948691453e-05
A_draft_within,math500_113,math500,200,0.03936698417460437,0.5799496887576263
A_draft_within,math500_114,math500,721,-0.045104489634920204,0.2264190197683341
A_draft_within,math500_117,math500,615,0.12480326537687308,0.0019296253917932555
A_draft_within,math500_123,math500,785,0.006598221045602079,0.8535620865692338
A_draft_within,math500_125,math500,373,-0.27632324383371076,5.803355288870178e-08
A_draft_within,math500_126,math500,983,-0.08707361492296667,0.006300455567873823
A_draft_within,math500_128,math500,787,-0.22870687203106596,8.466400595879484e-11
A_draft_within,math500_130,math500,951,-0.00951555451999827,0.7694731511431714
A_draft_within,math500_131,math500,739,-0.07089405323340438,0.054056296702735124
A_draft_within,math500_132,math500,340,-0.17082470182166243,0.0015694739246130804
A_draft_within,math500_135,math500,844,0.2776212480834923,2.113923359553125e-16
A_draft_within,math500_138,math500,764,-0.19960588683333458,2.6325094733857986e-08
A_draft_within,math500_14,math500,677,-0.0404346340678998,0.2934592207740422
A_draft_within,math500_140,math500,699,-0.06119802747273017,0.1059624162729986
A_draft_within,math500_141,math500,715,-0.3176292980762254,3.1814246627652668e-18
A_draft_within,math500_142,math500,841,-0.09649249302077487,0.005099856280098199
A_draft_within,math500_148,math500,646,-0.2409788672231581,5.481922584908434e-10
A_draft_within,math500_149,math500,859,-0.050875985968169966,0.13624981113715948
A_draft_within,math500_150,math500,712,-0.09425998229040977,0.011857553928901147
A_draft_within,math500_151,math500,780,-0.06019233076673999,0.09297527866129032
A_draft_within,math500_152,math500,743,-0.09487533005205354,0.009664740420288552
A_draft_within,math500_154,math500,709,-0.19630286319768916,1.370990586141208e-07
A_draft_within,math500_157,math500,677,-0.14185733272311327,0.00021311637529744412
A_draft_within,math500_158,math500,763,-0.02545562370532974,0.48261195655136935
A_draft_within,math500_161,math500,664,-0.17376885489086616,6.681845426158617e-06
A_draft_within,math500_162,math500,956,0.09443565942140901,0.0034712972725836158
A_draft_within,math500_163,math500,837,0.05457781333724945,0.11461053174358982
A_draft_within,math500_164,math500,692,-0.21984550615252532,5.083177047415438e-09
A_draft_within,math500_165,math500,184,-0.23680530138121014,0.0012102569834484065
A_draft_within,math500_166,math500,753,-0.11915352866990193,0.0010531876061308856
A_draft_within,math500_167,math500,227,-0.07548387361526894,0.2573749614543938
A_draft_within,math500_170,math500,868,-0.10288853653492282,0.0024055549476061757
A_draft_within,math500_172,math500,477,0.024301328647034715,0.596503939477724
A_draft_within,math500_173,math500,800,-0.08879634186928417,0.011985279114467326
A_draft_within,math500_175,math500,833,-0.042368808342374026,0.22187792452469035
A_draft_within,math500_177,math500,815,-0.04107137632038389,0.24151491145722623
A_draft_within,math500_180,math500,1052,0.09070196510005779,0.0032352832910657672
A_draft_within,math500_182,math500,153,-0.08913996220497768,0.2731920795062166
A_draft_within,math500_183,math500,792,0.051088859880387506,0.15087853715258662
A_draft_within,math500_184,math500,915,-0.1213565737073636,0.00023369150070446203
A_draft_within,math500_185,math500,636,-0.09740335433397386,0.013993408926860493
A_draft_within,math500_189,math500,599,-0.10497060317921171,0.010145219363709119
A_draft_within,math500_19,math500,835,-0.09696352707823142,0.005042493287876218
A_draft_within,math500_191,math500,131,0.04572679229167779,0.6040240518459035
A_draft_within,math500_194,math500,816,-0.12137108547303402,0.0005116354403517345
A_draft_within,math500_197,math500,803,-0.029394785002698366,0.40549379619333686
A_draft_within,math500_198,math500,886,-0.029806424123964958,0.3755340083466459
A_draft_within,math500_199,math500,467,-0.02219067689470498,0.6324236552282078
A_draft_within,math500_20,math500,171,-0.19630882952936377,0.01007246519813865
A_draft_within,math500_21,math500,820,-0.027788487519333303,0.4267992180166246
A_draft_within,math500_24,math500,769,-0.1261246738469593,0.00045512781744051685
A_draft_within,math500_25,math500,731,-0.013886763192891987,0.7077853238334988
A_draft_within,math500_27,math500,446,-0.10214023183393227,0.03103217248740261
A_draft_within,math500_28,math500,830,-0.07812089264068768,0.024405202960286827
A_draft_within,math500_29,math500,504,-0.026885176447210193,0.5470537222514472
A_draft_within,math500_3,math500,237,0.1540000252407335,0.01767125686600433
A_draft_within,math500_30,math500,238,-0.06610130943961717,0.30986585976233144
A_draft_within,math500_31,math500,469,-0.21840470316176894,1.7970217176458948e-06
A_draft_within,math500_35,math500,744,0.10230789380978621,0.005218496835690895
A_draft_within,math500_38,math500,383,0.13126918068978716,0.01011921123665648
A_draft_within,math500_4,math500,621,-0.05203922258350132,0.1952941512382123
A_draft_within,math500_40,math500,299,-0.17105160377993758,0.003004583998830321
A_draft_within,math500_42,math500,672,-0.10765332334097102,0.005212166271451343
A_draft_within,math500_44,math500,445,-0.14710236008165165,0.0018623905938626255
A_draft_within,math500_45,math500,763,-0.0389626082992568,0.2824255284702627
A_draft_within,math500_46,math500,920,0.010603756261115826,0.7480591245782833
A_draft_within,math500_47,math500,470,-0.08373899191244907,0.06971304146355031
A_draft_within,math500_5,math500,331,-0.16258375992296573,0.0030118637151593896
A_draft_within,math500_50,math500,873,0.04180535412402517,0.21721234896461553
A_draft_within,math500_52,math500,740,-0.19640660311552696,7.190155814016901e-08
A_draft_within,math500_58,math500,576,-0.0993336975359807,0.01709163908159551
A_draft_within,math500_59,math500,813,-0.009303541432310996,0.7911089169392451
A_draft_within,math500_6,math500,951,-0.0036234071912012358,0.9111460589252489
A_draft_within,math500_64,math500,932,0.01582747819017322,0.6293984515208995
A_draft_within,math500_68,math500,862,-0.056163525062657545,0.09938141411060167
A_draft_within,math500_72,math500,643,-0.011558585427898501,0.7698770914248798
A_draft_within,math500_73,math500,625,0.0003581223887933154,0.9928708866919564
A_draft_within,math500_74,math500,695,-0.2064648470034466,3.9630663087162e-08
A_draft_within,math500_75,math500,718,-0.17879154953097717,1.425783682484796e-06
A_draft_within,math500_76,math500,820,-0.04714950933423349,0.17738609034829778
A_draft_within,math500_78,math500,761,-0.06376485125195161,0.07875951224855338
A_draft_within,math500_82,math500,779,-0.08984127798044526,0.012122119514187017
A_draft_within,math500_84,math500,699,-0.15567101590073415,3.571496448948376e-05
A_draft_within,math500_86,math500,418,0.12756013229635085,0.009032094522516548
A_draft_within,math500_87,math500,593,-0.13130910306289734,0.0013519162509082361
A_draft_within,math500_90,math500,740,-0.18213355274818133,6.10167812990713e-07
A_draft_within,math500_92,math500,794,-0.1991480993122597,1.5178016795778402e-08
A_draft_within,math500_93,math500,515,-0.010021497856803365,0.8205193417393657
A_draft_within,math500_96,math500,781,-0.13269243994001748,0.0002001797457506108
A_draft_within,math500_97,math500,186,-0.08988526218127736,0.22243498111773652
C_token_within,livecodebench_0,livecodebench,631,0.02265623134246376,0.5699925207862429
C_token_within,livecodebench_101,livecodebench,674,0.02064903691880645,0.5925515499421594
C_token_within,livecodebench_104,livecodebench,640,-0.04733255879530957,0.23179063014291643
C_token_within,livecodebench_109,livecodebench,700,0.026258222684419467,0.48792979195267006
C_token_within,livecodebench_11,livecodebench,819,-0.03843327245438284,0.27193551712459957
C_token_within,livecodebench_111,livecodebench,743,0.01526615451427186,0.6778133644951746
C_token_within,livecodebench_113,livecodebench,640,-0.062095198596676275,0.11656831075731743
C_token_within,livecodebench_114,livecodebench,628,0.007447124009605523,0.8522446620702928
C_token_within,livecodebench_117,livecodebench,709,-0.03743396045994597,0.31956791152065034
C_token_within,livecodebench_118,livecodebench,668,0.04794605999811512,0.21586803268103372
C_token_within,livecodebench_119,livecodebench,691,0.001704425804213074,0.9643281402973207
C_token_within,livecodebench_12,livecodebench,770,-0.0051552329613179775,0.8864319800667485
C_token_within,livecodebench_122,livecodebench,697,0.032304240639481785,0.3944650644767175
C_token_within,livecodebench_123,livecodebench,621,-0.12520249918950216,0.001771696137789748
C_token_within,livecodebench_125,livecodebench,670,0.013390752758166225,0.7293582449129578
C_token_within,livecodebench_126,livecodebench,543,0.03568607163972192,0.40658529430327117
C_token_within,livecodebench_127,livecodebench,706,0.004773246209644685,0.8992536027017612
C_token_within,livecodebench_128,livecodebench,659,0.056911151354698965,0.14446185386081412
C_token_within,livecodebench_13,livecodebench,725,0.008023787293604919,0.8292389336451954
C_token_within,livecodebench_132,livecodebench,707,0.03685327411668932,0.32782334604264407
C_token_within,livecodebench_133,livecodebench,641,-0.04857179567556535,0.2194228260346154
C_token_within,livecodebench_134,livecodebench,437,-0.0052079124378201025,0.9135531107052065
C_token_within,livecodebench_136,livecodebench,808,0.0006928659376522569,0.9843110402006815
C_token_within,livecodebench_143,livecodebench,545,0.07100491925775251,0.09773981010131956
C_token_within,livecodebench_146,livecodebench,379,0.028265254164434834,0.5833089769192596
C_token_within,livecodebench_15,livecodebench,767,-0.004140642818481691,0.908851281693075
C_token_within,livecodebench_22,livecodebench,614,-0.0713992050888621,0.07708529353865093
C_token_within,livecodebench_23,livecodebench,853,0.007045076369852114,0.8372123744155592
C_token_within,livecodebench_26,livecodebench,644,-0.01716001095363821,0.6638105004020379
C_token_within,livecodebench_27,livecodebench,735,0.08617610472692809,0.019455721730136395
C_token_within,livecodebench_28,livecodebench,661,-0.0641372983183204,0.0994470247364049
C_token_within,livecodebench_3,livecodebench,500,-0.015489853959415838,0.7297053656991467
C_token_within,livecodebench_30,livecodebench,805,0.0018202224394265588,0.9588760305706305
C_token_within,livecodebench_32,livecodebench,800,-0.035506696104212664,0.3158478389876481
C_token_within,livecodebench_33,livecodebench,633,0.048100584530153145,0.22685735780037342
C_token_within,livecodebench_34,livecodebench,609,0.00019147642991027594,0.9962375628514085
C_token_within,livecodebench_35,livecodebench,770,-0.029501868904195438,0.41364753604224963
C_token_within,livecodebench_36,livecodebench,564,-0.002354174268158215,0.9555134182713362
C_token_within,livecodebench_38,livecodebench,572,0.02282100034733882,0.5859764158904975
C_token_within,livecodebench_39,livecodebench,602,0.13287708202235132,0.001083269608685676
C_token_within,livecodebench_4,livecodebench,403,-0.0014581418143295754,0.9767201673897116
C_token_within,livecodebench_40,livecodebench,750,0.05106177966538606,0.16242458655932596
C_token_within,livecodebench_43,livecodebench,651,-0.013159150368728835,0.7375337738752947
C_token_within,livecodebench_44,livecodebench,635,0.06358737551711159,0.10941799085754028
C_token_within,livecodebench_47,livecodebench,754,-0.09917331044714635,0.0064221821662311
C_token_within,livecodebench_49,livecodebench,665,-0.003373910190650838,0.9307974298992859
C_token_within,livecodebench_53,livecodebench,691,0.009390144859644829,0.8053755954590213
C_token_within,livecodebench_54,livecodebench,769,-0.01838059737726513,0.6108059022370573
C_token_within,livecodebench_55,livecodebench,669,0.04201648239562639,0.27783100090061824
C_token_within,livecodebench_56,livecodebench,751,0.0665633623254101,0.06828652370471258
C_token_within,livecodebench_6,livecodebench,508,-0.04993067523248077,0.2613063979593752
C_token_within,livecodebench_60,livecodebench,774,0.020601799867819477,0.5671227446885938
C_token_within,livecodebench_63,livecodebench,639,-0.0017727051966974258,0.9643276736978433
C_token_within,livecodebench_64,livecodebench,706,-0.03577125581540476,0.3425771573461687
C_token_within,livecodebench_67,livecodebench,745,-0.07746683328622248,0.03451012515119765
C_token_within,livecodebench_69,livecodebench,579,-0.024134221682030606,0.5622132682197674
C_token_within,livecodebench_7,livecodebench,581,0.018087952847395884,0.6634988390923334
C_token_within,livecodebench_70,livecodebench,747,-0.03914872404126693,0.28524842963056574
C_token_within,livecodebench_75,livecodebench,636,-0.09452475915111481,0.017103499807536376
C_token_within,livecodebench_76,livecodebench,483,-0.0403844920926252,0.37583195123932955
C_token_within,livecodebench_78,livecodebench,714,0.03283222841015102,0.38102908644780237
C_token_within,livecodebench_80,livecodebench,651,-0.0009869449766540604,0.9799487042644727
C_token_within,livecodebench_81,livecodebench,668,-0.06577615303408686,0.08937828485363264
C_token_within,livecodebench_82,livecodebench,716,0.08798004080956795,0.018540680236945377
C_token_within,livecodebench_84,livecodebench,627,-0.012615441417524362,0.7525547990449897
C_token_within,livecodebench_85,livecodebench,743,0.025916027197822225,0.4805931707860551
C_token_within,livecodebench_86,livecodebench,685,-0.012499967332303649,0.7439925991210768
C_token_within,livecodebench_89,livecodebench,622,-0.10156356999278252,0.011262417573658857
C_token_within,livecodebench_9,livecodebench,607,-0.0037531667629608708,0.9264772609345376
C_token_within,livecodebench_93,livecodebench,698,0.0413230020020661,0.27560309362339597
C_token_within,livecodebench_94,livecodebench,671,0.012188472159110769,0.7526483962985269
C_token_within,livecodebench_95,livecodebench,673,-0.004870734696936963,0.8996340534766564
C_token_within,livecodebench_96,livecodebench,631,0.012354023436492492,0.7567693071316891
C_token_within,livecodebench_97,livecodebench,768,-0.013313739884677267,0.712592490396281
C_token_within,livecodebench_98,livecodebench,680,-0.09790887243675345,0.010631175097869297
C_token_within,math500_1,math500,852,-0.009678746314473824,0.7778628874335686
C_token_within,math500_10,math500,962,0.06886031137443706,0.03271705334279491
C_token_within,math500_101,math500,746,-0.023869557435167374,0.5150795830879941
C_token_within,math500_103,math500,862,0.0069190020083369904,0.8392535098298989
C_token_within,math500_105,math500,668,-0.10651179337696154,0.00585921254953741
C_token_within,math500_106,math500,417,0.1474138319083416,0.0025466517822122746
C_token_within,math500_107,math500,771,0.005638842115929272,0.8757805589277995
C_token_within,math500_108,math500,808,-0.0021256866727289215,0.9518928941865133
C_token_within,math500_109,math500,763,-0.054232470544909255,0.13447667778582767
C_token_within,math500_110,math500,682,-0.0496330542099913,0.19546035156036423
C_token_within,math500_113,math500,200,-0.012154803870096754,0.864362354316747
C_token_within,math500_114,math500,721,0.0012699095720906763,0.9728454500846756
C_token_within,math500_117,math500,615,-0.030809255890689117,0.44565941061949355
C_token_within,math500_123,math500,785,-0.049375187912477185,0.16696395685621027
C_token_within,math500_125,math500,373,0.013066988055668987,0.8014050195655563
C_token_within,math500_126,math500,983,-0.00634314214428555,0.8425565505834269
C_token_within,math500_128,math500,787,-0.06021193682416969,0.09141052605406075
C_token_within,math500_130,math500,951,-0.03907189108417732,0.2286726116683999
C_token_within,math500_131,math500,739,0.003267137231954553,0.9293477038061959
C_token_within,math500_132,math500,340,0.089987039374959,0.09761439837325352
C_token_within,math500_135,math500,844,-0.009352367856901559,0.7861562789579494
C_token_within,math500_138,math500,764,0.01859282547737381,0.6078682139103574
C_token_within,math500_14,math500,677,0.030528703302714306,0.42774861989361757
C_token_within,math500_140,math500,699,-0.0346572408861967,0.36023144935888585
C_token_within,math500_141,math500,715,0.009329874857314884,0.8033260030455578
C_token_within,math500_142,math500,841,0.0219316122685881,0.5253324321874585
C_token_within,math500_148,math500,646,-0.06361942551136564,0.1062045803963156
C_token_within,math500_149,math500,859,0.010639378219311619,0.7555109137380747
C_token_within,math500_150,math500,712,0.006589498227611389,0.8606689281565042
C_token_within,math500_151,math500,780,-0.08330990277508926,0.019963463833110952
C_token_within,math500_152,math500,743,0.028383569665602258,0.439798742620571
C_token_within,math500_154,math500,709,-0.023055547792744848,0.5399427485474093
C_token_within,math500_157,math500,677,-0.01954408454574868,0.6117123779030811
C_token_within,math500_158,math500,763,-0.028969708437245098,0.42424970002202356
C_token_within,math500_161,math500,664,0.046794110063907525,0.2285170590128304
C_token_within,math500_162,math500,956,-0.03401300271919487,0.29344941633884014
C_token_within,math500_163,math500,837,-0.022245707517860876,0.520414095120442
C_token_within,math500_164,math500,692,0.07660990178577991,0.04394553831157221
C_token_within,math500_165,math500,184,-0.19144304675309662,0.009233469111350574
C_token_within,math500_166,math500,753,0.08162462740043833,0.02509960742313649
C_token_within,math500_167,math500,227,-0.0035363348920427855,0.9577428368525852
C_token_within,math500_170,math500,868,-0.007757204413985446,0.8194786284606196
C_token_within,math500_172,math500,477,-0.10588089344840326,0.020727522055397383
C_token_within,math500_173,math500,800,0.015317906746729292,0.6653026568964543
C_token_within,math500_175,math500,833,0.03568208550714143,0.30365443748944954
C_token_within,math500_177,math500,815,-0.05019877247412433,0.15220448619263852
C_token_within,math500_180,math500,1052,-0.0011099972281248124,0.9713146768177283
C_token_within,math500_182,math500,153,-0.029890903729913015,0.7137831620629332
C_token_within,math500_183,math500,792,-0.13815781877583702,9.592089037152826e-05
C_token_within,math500_184,math500,915,0.049055794535978615,0.13814046722385975
C_token_within,math500_185,math500,636,0.008424947296267625,0.8320642172304558
C_token_within,math500_189,math500,599,0.0003121702279719264,0.9939167922791887
C_token_within,math500_19,math500,835,-0.03539299151172715,0.3070096430141484
C_token_within,math500_191,math500,131,-0.02005551700208189,0.8201370170784764
C_token_within,math500_194,math500,816,-0.02236622352419954,0.52346877202718
C_token_within,math500_197,math500,803,0.03844726393343606,0.2765089964522131
C_token_within,math500_198,math500,886,-0.04620333090934124,0.16942020182421666
C_token_within,math500_199,math500,467,0.005174227058962978,0.9112063250585714
C_token_within,math500_20,math500,171,-0.025924592603259175,0.7364349549409013
C_token_within,math500_21,math500,820,-0.010166611657951786,0.7712877609599709
C_token_within,math500_24,math500,769,0.04089288880820091,0.257372334896311
C_token_within,math500_25,math500,731,0.0467957628896795,0.20632165730632046
C_token_within,math500_27,math500,446,-0.13062403899901356,0.005732258995979835
C_token_within,math500_28,math500,830,-0.058550303866216284,0.09184934610191262
C_token_within,math500_29,math500,504,-0.0030190380583073936,0.9460968112905677
C_token_within,math500_3,math500,237,0.02913231372789407,0.6554457031546428
C_token_within,math500_30,math500,238,-0.044444216964366394,0.49499906484998796
C_token_within,math500_31,math500,469,-0.08032377276581787,0.08226526204539385
C_token_within,math500_35,math500,744,-0.14392635369678233,8.157804244098078e-05
C_token_within,math500_38,math500,383,-0.08464109469194703,0.09812471059519678
C_token_within,math500_4,math500,621,-0.03821365775294422,0.3417525699401446
C_token_within,math500_40,math500,299,-0.008215303809117641,0.8875039941822471
C_token_within,math500_42,math500,672,-0.013266703700411348,0.731382478379775
C_token_within,math500_44,math500,445,-0.026500294822963236,0.5771517548290117
C_token_within,math500_45,math500,763,0.02731718792608055,0.45116676511779935
C_token_within,math500_46,math500,920,-0.054346816695610256,0.09947646084984715
C_token_within,math500_47,math500,470,0.02632902511622478,0.5690993514492441
C_token_within,math500_5,math500,331,0.023838942697458336,0.6656453099801867
C_token_within,math500_50,math500,873,-0.020703343714106197,0.5412645357837232
C_token_within,math500_52,math500,740,0.05943476196307191,0.10620344874045616
C_token_within,math500_58,math500,576,0.027249893250948187,0.5139510156037369
C_token_within,math500_59,math500,813,-0.021864409890876364,0.5335878211636531
C_token_within,math500_6,math500,951,0.06530686988393233,0.04406699414926695
C_token_within,math500_64,math500,932,0.02548010983137689,0.43718460920862917
C_token_within,math500_68,math500,862,-0.019323570263752646,0.5710087336838832
C_token_within,math500_72,math500,643,-0.011432151832980183,0.7723246041203319
C_token_within,math500_73,math500,625,-0.08688409928729418,0.029866024479096646
C_token_within,math500_74,math500,695,-0.020905525405770977,0.5821840179185793
C_token_within,math500_75,math500,718,0.02013763160182458,0.5900850309733773
C_token_within,math500_76,math500,820,-0.02378674769869327,0.4963740519495706
C_token_within,math500_78,math500,761,-0.04509411079822228,0.21402865448354003
C_token_within,math500_82,math500,779,0.0006152455080122546,0.9863215132365831
C_token_within,math500_84,math500,699,-0.009862882300134043,0.7946319740966495
C_token_within,math500_86,math500,418,0.06441695942671471,0.18870171053100232
C_token_within,math500_87,math500,593,0.014441564820991466,0.7256248379870718
C_token_within,math500_90,math500,740,0.03449828620400517,0.34868277098611666
C_token_within,math500_92,math500,794,-0.021664146616289234,0.5421518261871038
C_token_within,math500_93,math500,515,-0.06916458818909328,0.11696095031356961
C_token_within,math500_96,math500,781,0.05176208108018922,0.14839761592357206
C_token_within,math500_97,math500,186,-0.12917119292830867,0.07889169513019552
A_entropy_within_supplement,livecodebench_0,livecodebench,631,-0.04621289628009924,0.2463859452209572
A_entropy_within_supplement,livecodebench_101,livecodebench,674,-0.21742951358729065,1.179367188081701e-08
A_entropy_within_supplement,livecodebench_104,livecodebench,640,-0.12512986787077118,0.0015147154151261455
A_entropy_within_supplement,livecodebench_109,livecodebench,700,-0.24107272522130513,1.0310190643260835e-10
A_entropy_within_supplement,livecodebench_11,livecodebench,819,-0.1228727481396096,0.00042446505849800414
A_entropy_within_supplement,livecodebench_111,livecodebench,743,-0.22420064590322358,6.417660527950547e-10
A_entropy_within_supplement,livecodebench_113,livecodebench,640,-0.23157574542418324,3.070855118454197e-09
A_entropy_within_supplement,livecodebench_114,livecodebench,628,-0.08947503599551478,0.02494394468423927
A_entropy_within_supplement,livecodebench_117,livecodebench,709,-0.11015703361716041,0.003314851660983336
A_entropy_within_supplement,livecodebench_118,livecodebench,668,-0.11460257626617533,0.0030149052059036826
A_entropy_within_supplement,livecodebench_119,livecodebench,691,-0.12780774900354214,0.0007587958940454937
